2017-08-01 11:36:45
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:937] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GT 730
Step 600 Loss 0.000295528
New data, epoch 6
Step 0 Loss 0.70415
Step 100 Loss 0.0003024
Step 200 Loss 0.000314872
Step 300 Loss 0.000361769
Step 400 Loss 0.000296825
Step 500 Loss 0.000276309
Step 600 Loss 0.000285221
New data, epoch 7
Step 0 Loss 0.598823
Step 100 Loss 0.000212483
Step 200 Loss 0.000264029
Step 300 Loss 0.00035061
Step 400 Loss 0.000187939
Step 500 Loss 0.000214764
Step 600 Loss 0.00024117
New data, epoch 8
Step 0 Loss 0.716739
Step 100 Loss 0.000273477
Step 200 Loss 0.000286761
Step 300 Loss 0.000252331
Step 400 Loss 0.000209047
Step 500 Loss 0.000234571
Step 600 Loss 0.000248241
New data, epoch 9
Step 0 Loss 0.25587
Step 100 Loss 0.000238694
Step 200 Loss 0.000244461
Step 300 Loss 0.000206432
Step 400 Loss 0.000207007
Step 500 Loss 0.000217304
Step 600 Loss 0.000231946
New data, epoch 10
Step 0 Loss 0.669552
Step 100 Loss 0.000244359
Step 200 Loss 0.000185835
Step 300 Loss 0.000183444
Step 400 Loss 0.000216562
Step 500 Loss 0.000167888
Step 600 Loss 0.000142307
New data, epoch 11
Step 0 Loss 0.540487
Step 100 Loss 0.000196033
Step 200 Loss 0.000214414
Step 300 Loss 0.000195766
Step 400 Loss 0.000172281
Step 500 Loss 0.000155132
Step 600 Loss 0.000141618
New data, epoch 12
Step 0 Loss 0.431605
Step 100 Loss 0.000165436
Step 200 Loss 0.000176955
Step 300 Loss 0.000139305
Step 400 Loss 0.000146887
Step 500 Loss 0.00015827
Step 600 Loss 0.000164659
New data, epoch 13
Step 0 Loss 0.0879067
Step 100 Loss 0.000144748
Step 200 Loss 0.000129563
Step 300 Loss 9.89668e-05
Step 400 Loss 9.3495e-05
Step 500 Loss 0.000118968
Step 600 Loss 8.85292e-05
New data, epoch 14
Step 0 Loss 0.576771
Step 100 Loss 0.000126215
Step 200 Loss 0.000130309
Step 300 Loss 0.000107483
Step 400 Loss 0.000130581
Step 500 Loss 0.000116765
Step 600 Loss 9.73896e-05
New data, epoch 15
Step 0 Loss 0.497375
Step 100 Loss 0.000131824
Step 200 Loss 0.000111677
Step 300 Loss 9.93473e-05
Step 400 Loss 0.000119234
Step 500 Loss 0.000124172
Step 600 Loss 0.000112094
New data, epoch 16
Step 0 Loss 0.512821
Step 100 Loss 0.000104412
Step 200 Loss 0.000129559
Step 300 Loss 0.000116192
Step 400 Loss 0.000117411
Step 500 Loss 0.000109069
Step 600 Loss 9.78364e-05
New data, epoch 17
Step 0 Loss 0.409724
Step 100 Loss 0.00010637
Step 200 Loss 0.000115277
Step 300 Loss 0.000122919
Step 400 Loss 0.000128483
Step 500 Loss 8.71763e-05
Step 600 Loss 8.53612e-05
New data, epoch 18
Step 0 Loss 0.821483
Step 100 Loss 0.000106735
Step 200 Loss 0.000106704
Step 300 Loss 0.000107041
Step 400 Loss 0.000108412
Step 500 Loss 9.61827e-05
Step 600 Loss 0.000124456
New data, epoch 19
Step 0 Loss 0.498503
Step 100 Loss 0.000120243
Step 200 Loss 0.000117617
Step 300 Loss 9.35672e-05
Step 400 Loss 0.000120357
Step 500 Loss 9.71829e-05
Step 600 Loss 9.10172e-05
New data, epoch 20
Step 0 Loss 0.616814
Step 100 Loss 0.000103226
Step 200 Loss 9.93511e-05
Step 300 Loss 9.14512e-05
Step 400 Loss 9.66336e-05
Step 500 Loss 9.15773e-05
Step 600 Loss 9.04317e-05
New data, epoch 21
Step 0 Loss 0.713739
Step 100 Loss 0.000154049
Step 200 Loss 0.000104674
Step 300 Loss 0.000104784
Step 400 Loss 0.000109657
Step 500 Loss 9.53166e-05
Step 600 Loss 8.44267e-05
New data, epoch 22
Step 0 Loss 0.592048
Step 100 Loss 9.29615e-05
Step 200 Loss 0.000101386
Step 300 Loss 0.000119885
Step 400 Loss 9.35969e-05
Step 500 Loss 0.000107398
Step 600 Loss 0.00010189
New data, epoch 23
Step 0 Loss 0.229467
Step 100 Loss 8.64283e-05
Step 200 Loss 8.42921e-05
Step 300 Loss 7.60021e-05
Step 400 Loss 9.1318e-05
Step 500 Loss 0.000105385
Step 600 Loss 7.0886e-05
New data, epoch 24
Step 0 Loss 0.334031
Step 100 Loss 0.000129117
Step 200 Loss 0.000115319
Step 300 Loss 9.35985e-05
Step 400 Loss 9.31582e-05
Step 500 Loss 9.44766e-05
Step 600 Loss 8.98574e-05
New data, epoch 25
Step 0 Loss 0.471546
Step 100 Loss 0.000103267
Step 200 Loss 7.4661e-05
Step 300 Loss 8.15431e-05
Step 400 Loss 7.57777e-05
Step 500 Loss 6.71947e-05
Step 600 Loss 6.56403e-05
New data, epoch 26
Step 0 Loss 0.609629
Step 100 Loss 0.000140826
Step 200 Loss 9.08651e-05
Step 300 Loss 9.26911e-05
Step 400 Loss 9.49381e-05
Step 500 Loss 9.67961e-05
Step 600 Loss 8.76459e-05
New data, epoch 27
Step 0 Loss 0.346592
Step 100 Loss 8.02764e-05
Step 200 Loss 8.72838e-05
Step 300 Loss 8.88187e-05
Step 400 Loss 9.71768e-05
Step 500 Loss 7.01809e-05
Step 600 Loss 6.96977e-05
New data, epoch 28
Step 0 Loss 0.128192
Step 100 Loss 7.68051e-05
Step 200 Loss 8.97049e-05
Step 300 Loss 7.51018e-05
Step 400 Loss 8.46636e-05
Step 500 Loss 6.03365e-05
Step 600 Loss 6.56579e-05
New data, epoch 29
Step 0 Loss 0.449933
Step 100 Loss 0.000103123
Step 200 Loss 8.8188e-05
Step 300 Loss 6.94442e-05
Step 400 Loss 5.9489e-05
Step 500 Loss 7.64135e-05
Step 600 Loss 6.38954e-05
New data, epoch 30
Step 0 Loss 0.596194
Step 100 Loss 9.96298e-05
Step 200 Loss 7.84853e-05
Step 300 Loss 9.27492e-05
Step 400 Loss 7.51394e-05
Step 500 Loss 7.01905e-05
Step 600 Loss 6.87706e-05
New data, epoch 31
Step 0 Loss 0.53617
Step 100 Loss 6.57385e-05
Step 200 Loss 7.22283e-05
Step 300 Loss 7.15499e-05
Step 400 Loss 6.32237e-05
Step 500 Loss 4.57692e-05
Step 600 Loss 7.2687e-05
New data, epoch 32
Step 0 Loss 0.492349
Step 100 Loss 9.74966e-05
Step 200 Loss 0.000109127
Step 300 Loss 7.27557e-05
Step 400 Loss 7.90101e-05
Step 500 Loss 6.25346e-05
Step 600 Loss 8.01205e-05
New data, epoch 33
Step 0 Loss 0.502981
Step 100 Loss 9.08686e-05
Step 200 Loss 5.9746e-05
Step 300 Loss 7.11186e-05
Step 400 Loss 7.50315e-05
Step 500 Loss 5.71883e-05
Step 600 Loss 7.4966e-05
New data, epoch 34
Step 0 Loss 0.573288
Step 100 Loss 7.00649e-05
Step 200 Loss 5.90126e-05
Step 300 Loss 7.81423e-05
Step 400 Loss 6.43786e-05
Step 500 Loss 6.32532e-05
Step 600 Loss 6.59707e-05
New data, epoch 35
Step 0 Loss 0.242344
Step 100 Loss 7.1098e-05
Step 200 Loss 5.84699e-05
Step 300 Loss 6.23676e-05
Step 400 Loss 6.57914e-05
Step 500 Loss 6.85013e-05
Step 600 Loss 4.87905e-05
New data, epoch 36
Step 0 Loss 0.781056
Step 100 Loss 6.90535e-05
Step 200 Loss 5.60414e-05
Step 300 Loss 7.47601e-05
Step 400 Loss 6.4461e-05
Step 500 Loss 7.04834e-05
Step 600 Loss 6.92305e-05
New data, epoch 37
Step 0 Loss 0.602932
Step 100 Loss 0.00014703
Step 200 Loss 9.85602e-05
Step 300 Loss 8.98633e-05
Step 400 Loss 7.31294e-05
Step 500 Loss 9.18192e-05
Step 600 Loss 6.93333e-05
New data, epoch 38
Step 0 Loss 0.895305
Step 100 Loss 0.000134563
Step 200 Loss 7.85639e-05
Step 300 Loss 9.25638e-05
Step 400 Loss 6.20976e-05
Step 500 Loss 7.58734e-05
Step 600 Loss 6.79729e-05
New data, epoch 39
Step 0 Loss 0.44142
Step 100 Loss 9.68657e-05
Step 200 Loss 8.43354e-05
Step 300 Loss 8.07726e-05
Step 400 Loss 9.289e-05
Step 500 Loss 5.93021e-05
Step 600 Loss 8.00757e-05
New data, epoch 40
Step 0 Loss 0.283016
Step 100 Loss 7.10841e-05
Step 200 Loss 5.9502e-05
Step 300 Loss 6.4104e-05
Step 400 Loss 6.82028e-05
Step 500 Loss 6.03051e-05
Step 600 Loss 4.83965e-05
New data, epoch 41
Step 0 Loss 0.148292
Step 100 Loss 9.71094e-05
Step 200 Loss 7.78164e-05
Step 300 Loss 7.74019e-05
Step 400 Loss 7.59813e-05
Step 500 Loss 6.71022e-05
Step 600 Loss 0.000101966
New data, epoch 42
Step 0 Loss 0.595483
Step 100 Loss 0.000115357
Step 200 Loss 7.33902e-05
Step 300 Loss 5.77699e-05
Step 400 Loss 6.68641e-05
Step 500 Loss 5.9043e-05
Step 600 Loss 5.66719e-05
New data, epoch 43
Step 0 Loss 0.586642
Step 100 Loss 7.27395e-05
Step 200 Loss 5.89908e-05
Step 300 Loss 6.90047e-05
Step 400 Loss 6.36217e-05
Step 500 Loss 6.18441e-05
Step 600 Loss 7.0671e-05
New data, epoch 44
Step 0 Loss 0.159477
Step 100 Loss 6.72277e-05
Step 200 Loss 5.33616e-05
Step 300 Loss 4.48235e-05
Step 400 Loss 6.02037e-05
Step 500 Loss 5.61265e-05
Step 600 Loss 4.85029e-05
New data, epoch 45
Step 0 Loss 0.160199
Step 100 Loss 5.91603e-05
Step 200 Loss 5.35601e-05
Step 300 Loss 5.08809e-05
Step 400 Loss 5.32078e-05
Step 500 Loss 5.65183e-05
Step 600 Loss 5.19646e-05
New data, epoch 46
Step 0 Loss 0.430212
Step 100 Loss 6.61521e-05
Step 200 Loss 5.15303e-05
Step 300 Loss 5.54058e-05
Step 400 Loss 6.03053e-05
Step 500 Loss 5.1458e-05
Step 600 Loss 5.26068e-05
New data, epoch 47
Step 0 Loss 0.555381
Step 100 Loss 4.75765e-05
Step 200 Loss 6.17981e-05
Step 300 Loss 5.70206e-05
Step 400 Loss 5.00546e-05
Step 500 Loss 4.53803e-05
Step 600 Loss 5.42283e-05
New data, epoch 48
Step 0 Loss 0.364915
Step 100 Loss 6.03105e-05
Step 200 Loss 5.36957e-05
Step 300 Loss 5.88549e-05
Step 400 Loss 5.69398e-05
Step 500 Loss 4.8988e-05
Step 600 Loss 5.82839e-05
New data, epoch 49
Step 0 Loss 0.427168
Step 100 Loss 0.000135222
Step 200 Loss 8.47502e-05
Step 300 Loss 8.31309e-05
Step 400 Loss 6.2659e-05
Step 500 Loss 5.49807e-05
Step 600 Loss 6.42729e-05
New data, epoch 50
Step 0 Loss 0.536359
Step 100 Loss 7.27835e-05
Step 200 Loss 5.79902e-05
Step 300 Loss 5.80467e-05
Step 400 Loss 4.51084e-05
Step 500 Loss 6.73074e-05
Step 600 Loss 6.58863e-05
New data, epoch 51
Step 0 Loss 0.237264
Step 100 Loss 5.34303e-05
Step 200 Loss 5.47633e-05
Step 300 Loss 4.07298e-05
Step 400 Loss 5.24496e-05
Step 500 Loss 5.39279e-05
Step 600 Loss 5.82301e-05
New data, epoch 52
Step 0 Loss 0.675211
Step 100 Loss 6.99402e-05
Step 200 Loss 7.18235e-05
Step 300 Loss 6.78959e-05
Step 400 Loss 6.38692e-05
Step 500 Loss 3.92817e-05
Step 600 Loss 7.10747e-05
New data, epoch 53
Step 0 Loss 0.312542
Step 100 Loss 7.24649e-05
Step 200 Loss 5.55338e-05
Step 300 Loss 5.87127e-05
Step 400 Loss 4.75303e-05
Step 500 Loss 4.5356e-05
Step 600 Loss 4.44615e-05
New data, epoch 54
Step 0 Loss 0.487292
Step 100 Loss 0.000112106
Step 200 Loss 8.17512e-05
Step 300 Loss 5.70698e-05
Step 400 Loss 6.3607e-05
Step 500 Loss 6.7154e-05
Step 600 Loss 6.48219e-05
New data, epoch 55
Step 0 Loss 0.664862
Step 100 Loss 6.81689e-05
Step 200 Loss 6.07044e-05
Step 300 Loss 6.88662e-05
Step 400 Loss 5.55561e-05
Step 500 Loss 6.4646e-05
Step 600 Loss 5.0507e-05
New data, epoch 56
Step 0 Loss 0.366893
Step 100 Loss 6.23224e-05
Step 200 Loss 5.1529e-05
Step 300 Loss 5.11542e-05
Step 400 Loss 5.19246e-05
Step 500 Loss 5.60746e-05
Step 600 Loss 4.81072e-05
New data, epoch 57
Step 0 Loss 0.445616
Step 100 Loss 0.000150995
Step 200 Loss 8.80535e-05
Step 300 Loss 7.53693e-05
Step 400 Loss 6.20408e-05
Step 500 Loss 6.53139e-05
Step 600 Loss 5.90353e-05
New data, epoch 58
Step 0 Loss 0.276968
Step 100 Loss 5.6786e-05
Step 200 Loss 6.91336e-05
Step 300 Loss 7.395e-05
Step 400 Loss 5.42307e-05
Step 500 Loss 3.81611e-05
Step 600 Loss 4.26385e-05
New data, epoch 59
Step 0 Loss 0.600511
Step 100 Loss 6.72228e-05
Step 200 Loss 6.53202e-05
Step 300 Loss 5.10667e-05
Step 400 Loss 6.3247e-05
Step 500 Loss 5.7081e-05
Step 600 Loss 5.92481e-05
New data, epoch 60
Step 0 Loss 0.750512
Step 100 Loss 6.45819e-05
Step 200 Loss 6.19563e-05
Step 300 Loss 5.1784e-05
Step 400 Loss 6.74786e-05
Step 500 Loss 5.70853e-05
Step 600 Loss 5.0914e-05
New data, epoch 61
Step 0 Loss 0.733905
Step 100 Loss 5.99191e-05
Step 200 Loss 4.28418e-05
Step 300 Loss 6.38631e-05
Step 400 Loss 5.29578e-05
Step 500 Loss 5.52972e-05
Step 600 Loss 6.46348e-05
New data, epoch 62
Step 0 Loss 0.633201
Step 100 Loss 8.69836e-05
Step 200 Loss 6.43384e-05
Step 300 Loss 7.22381e-05
Step 400 Loss 7.06873e-05
Step 500 Loss 6.63505e-05
Step 600 Loss 5.81691e-05
New data, epoch 63
Step 0 Loss 0.413098
Step 100 Loss 5.70064e-05
Step 200 Loss 6.28386e-05
Step 300 Loss 6.411e-05
Step 400 Loss 5.79071e-05
Step 500 Loss 5.43797e-05
Step 600 Loss 5.12826e-05
New data, epoch 64
Step 0 Loss 0.281896
Step 100 Loss 7.16772e-05
Step 200 Loss 7.30437e-05
Step 300 Loss 7.47175e-05
Step 400 Loss 5.71404e-05
Step 500 Loss 6.48838e-05
Step 600 Loss 6.37775e-05
New data, epoch 65
Step 0 Loss 0.298901
Step 100 Loss 6.07707e-05
Step 200 Loss 5.32967e-05
Step 300 Loss 4.99386e-05
Step 400 Loss 4.86163e-05
Step 500 Loss 4.71748e-05
Step 600 Loss 4.98078e-05
New data, epoch 66
Step 0 Loss 0.245917
Step 100 Loss 4.64372e-05
Step 200 Loss 5.94877e-05
Step 300 Loss 5.35191e-05
Step 400 Loss 5.37254e-05
Step 500 Loss 4.83205e-05
Step 600 Loss 5.27721e-05
New data, epoch 67
Step 0 Loss 0.398229
Step 100 Loss 5.23192e-05
Step 200 Loss 5.67181e-05
Step 300 Loss 6.06691e-05
Step 400 Loss 4.42884e-05
Step 500 Loss 5.28051e-05
Step 600 Loss 4.62095e-05
New data, epoch 68
Step 0 Loss 0.444783
Step 100 Loss 6.89579e-05
Step 200 Loss 8.05402e-05
Step 300 Loss 7.37854e-05
Step 400 Loss 6.32454e-05
Step 500 Loss 6.63012e-05
Step 600 Loss 5.96696e-05
New data, epoch 69
Step 0 Loss 0.702755
Step 100 Loss 6.24181e-05
Step 200 Loss 6.03521e-05
Step 300 Loss 5.94326e-05
Step 400 Loss 4.81158e-05
Step 500 Loss 5.31277e-05
Step 600 Loss 4.31896e-05
New data, epoch 70
Step 0 Loss 0.239404
Step 100 Loss 5.58526e-05
Step 200 Loss 4.94214e-05
Step 300 Loss 5.3018e-05
Step 400 Loss 5.8716e-05
Step 500 Loss 4.28245e-05
Step 600 Loss 4.2823e-05
New data, epoch 71
Step 0 Loss 0.409296
Step 100 Loss 5.56041e-05
Step 200 Loss 5.997e-05
Step 300 Loss 5.4567e-05
Step 400 Loss 4.79725e-05
Step 500 Loss 5.28693e-05
Step 600 Loss 5.68143e-05
New data, epoch 72
Step 0 Loss 0.24383
Step 100 Loss 5.2578e-05
Step 200 Loss 6.19284e-05
Step 300 Loss 4.66992e-05
Step 400 Loss 4.29786e-05
Step 500 Loss 5.55677e-05
Step 600 Loss 5.8362e-05
New data, epoch 73
Step 0 Loss 0.399581
Step 100 Loss 4.7467e-05
Step 200 Loss 4.61862e-05
Step 300 Loss 4.54789e-05
Step 400 Loss 4.79021e-05
Step 500 Loss 4.90359e-05
Step 600 Loss 5.40467e-05
New data, epoch 74
Step 0 Loss 0.393668
Step 100 Loss 5.54691e-05
Step 200 Loss 4.87142e-05
Step 300 Loss 5.38958e-05
Step 400 Loss 5.09222e-05
Step 500 Loss 4.25955e-05
Step 600 Loss 4.29421e-05
New data, epoch 75
Step 0 Loss 0.244358
Step 100 Loss 4.67771e-05
Step 200 Loss 5.21917e-05
Step 300 Loss 6.25739e-05
Step 400 Loss 5.17401e-05
Step 500 Loss 4.96939e-05
Step 600 Loss 4.48335e-05
New data, epoch 76
Step 0 Loss 0.406419
Step 100 Loss 5.23446e-05
Step 200 Loss 5.97379e-05
Step 300 Loss 4.83472e-05
Step 400 Loss 4.91485e-05
Step 500 Loss 4.88342e-05
Step 600 Loss 3.6545e-05
New data, epoch 77
Step 0 Loss 0.550597
Step 100 Loss 4.35011e-05
Step 200 Loss 5.83678e-05
Step 300 Loss 4.48887e-05
Step 400 Loss 5.53342e-05
Step 500 Loss 4.48446e-05
Step 600 Loss 5.02597e-05
New data, epoch 78
Step 0 Loss 0.234204
Step 100 Loss 5.96628e-05
Step 200 Loss 5.57251e-05
Step 300 Loss 4.27272e-05
Step 400 Loss 4.9959e-05
Step 500 Loss 3.63052e-05
Step 600 Loss 4.50513e-05
New data, epoch 79
Step 0 Loss 0.441985
Step 100 Loss 6.21371e-05
Step 200 Loss 6.75645e-05
Step 300 Loss 3.80323e-05
Step 400 Loss 4.94051e-05
Step 500 Loss 5.28253e-05
Step 600 Loss 5.5337e-05
New data, epoch 80
Step 0 Loss 0.268281
Step 100 Loss 4.7815e-05
Step 200 Loss 5.79997e-05
Step 300 Loss 5.17949e-05
Step 400 Loss 4.43458e-05
Step 500 Loss 3.93694e-05
Step 600 Loss 3.79214e-05
New data, epoch 81
Step 0 Loss 0.225723
Step 100 Loss 4.31378e-05
Step 200 Loss 4.53423e-05
Step 300 Loss 4.2675e-05
Step 400 Loss 4.28358e-05
Step 500 Loss 4.06219e-05
Step 600 Loss 4.25593e-05
New data, epoch 82
Step 0 Loss 0.24153
Step 100 Loss 4.3158e-05
Step 200 Loss 4.69825e-05
Step 300 Loss 4.38796e-05
Step 400 Loss 3.65162e-05
Step 500 Loss 3.91484e-05
Step 600 Loss 5.21807e-05
New data, epoch 83
Step 0 Loss 0.406449
Step 100 Loss 4.57599e-05
Step 200 Loss 4.5161e-05
Step 300 Loss 4.69697e-05
Step 400 Loss 4.43282e-05
Step 500 Loss 4.48575e-05
Step 600 Loss 3.89085e-05
New data, epoch 84
Step/usr/local/lib/python3.5/dist-packages/matplotlib/backend_bases.py:2453: MatplotlibDeprecationWarning: Using default event loop until function specific to this GUI is implemented
  warnings.warn(str, mplDeprecation)
 0 Loss 0.755968
Step 100 Loss 6.28012e-05
Step 200 Loss 5.15347e-05
Step 300 Loss 4.22565e-05
Step 400 Loss 5.30909e-05
Step 500 Loss 4.64956e-05
Step 600 Loss 5.28482e-05
New data, epoch 85
Step 0 Loss 0.386414
Step 100 Loss 8.27332e-05
Step 200 Loss 7.10688e-05
Step 300 Loss 6.49598e-05
Step 400 Loss 5.82766e-05
Step 500 Loss 5.26601e-05
Step 600 Loss 6.40176e-05
New data, epoch 86
Step 0 Loss 0.822199
Step 100 Loss 6.002e-05
Step 200 Loss 5.69942e-05
Step 300 Loss 4.73813e-05
Step 400 Loss 4.81706e-05
Step 500 Loss 5.46818e-05
Step 600 Loss 5.59571e-05
New data, epoch 87
Step 0 Loss 0.193749
Step 100 Loss 5.06948e-05
Step 200 Loss 4.39054e-05
Step 300 Loss 5.04456e-05
Step 400 Loss 4.75293e-05
Step 500 Loss 4.79155e-05
Step 600 Loss 5.37354e-05
New data, epoch 88
Step 0 Loss 0.335001
Step 100 Loss 5.43108e-05
Step 200 Loss 6.50211e-05
Step 300 Loss 5.37323e-05
Step 400 Loss 5.7053e-05
Step 500 Loss 5.61935e-05
Step 600 Loss 5.78956e-05
New data, epoch 89
Step 0 Loss 0.286991
Step 100 Loss 5.63635e-05
Step 200 Loss 4.14879e-05
Step 300 Loss 4.61986e-05
Step 400 Loss 5.11388e-05
Step 500 Loss 4.07647e-05
Step 600 Loss 4.68791e-05
New data, epoch 90
Step 0 Loss 0.389929
Step 100 Loss 5.07248e-05
Step 200 Loss 4.85493e-05
Step 300 Loss 4.96947e-05
Step 400 Loss 5.67219e-05
Step 500 Loss 5.05912e-05
Step 600 Loss 4.67518e-05
New data, epoch 91
Step 0 Loss 0.0942388
Step 100 Loss 5.63543e-05
Step 200 Loss 5.71668e-05
Step 300 Loss 6.12241e-05
Step 400 Loss 3.99398e-05
Step 500 Loss 4.5822e-05
Step 600 Loss 4.21632e-05
New data, epoch 92
Step 0 Loss 0.427762
Step 100 Loss 5.00856e-05
Step 200 Loss 6.22968e-05
Step 300 Loss 5.8794e-05
Step 400 Loss 4.6604e-05
Step 500 Loss 4.81327e-05
Step 600 Loss 4.41516e-05
New data, epoch 93
Step 0 Loss 0.345178
Step 100 Loss 7.18689e-05
Step 200 Loss 6.94351e-05
Step 300 Loss 5.57352e-05
Step 400 Loss 5.75664e-05
Step 500 Loss 5.20917e-05
Step 600 Loss 3.91196e-05
New data, epoch 94
Step 0 Loss 0.109081
Step 100 Loss 4.75717e-05
Step 200 Loss 4.13362e-05
Step 300 Loss 4.57773e-05
Step 400 Loss 4.09014e-05
Step 500 Loss 4.75193e-05
Step 600 Loss 4.51005e-05
New data, epoch 95
Step 0 Loss 0.426592
Step 100 Loss 5.37995e-05
Step 200 Loss 5.24142e-05
Step 300 Loss 3.71278e-05
Step 400 Loss 4.49777e-05
Step 500 Loss 5.06421e-05
Step 600 Loss 4.43009e-05
New data, epoch 96
Step 0 Loss 0.419012
Step 100 Loss 5.52021e-05
Step 200 Loss 7.81102e-05
Step 300 Loss 5.92818e-05
Step 400 Loss 4.35748e-05
Step 500 Loss 5.12019e-05
Step 600 Loss 4.62033e-05
New data, epoch 97
Step 0 Loss 0.115393
Step 100 Loss 4.37572e-05
Step 200 Loss 4.32427e-05
Step 300 Loss 4.62923e-05
Step 400 Loss 4.88336e-05
Step 500 Loss 4.71825e-05
Step 600 Loss 3.77165e-05
New data, epoch 98
Step 0 Loss 0.0913921
Step 100 Loss 4.61528e-05
Step 200 Loss 3.75287e-05
Step 300 Loss 3.78211e-05
Step 400 Loss 4.19901e-05
Step 500 Loss 3.69552e-05
Step 600 Loss 4.19056e-05
New data, epoch 99
Step 0 Loss 0.383112
Step 100 Loss 4.63341e-05
Step 200 Loss 3.6097e-05
Step 300 Loss 3.77166e-05
Step 400 Loss 4.27671e-05
Step 500 Loss 4.07951e-05
Step 600 Loss 3.22045e-05
2017-08-01 13:44:50
